Interest Rate,Rate Spread,Loan Amount,Loan-to-Value Ratio,No Intro Rate Period,Intro Rate Period,Property Value,Income,Debt-to-Income Ratio,Term 360,Conforming,State,Product Type,Race,Ethnicity,Sex,Low-Priced
0.04875,0.00127,495000.0,0.7916599999999999,1,0,625000.0,144000.0,0.43,1.0,1.0,TN,conventional,Asian,Non-Hispanic,Male,1.0
0.0475,0.01294,345000.0,0.965,1,0,365000.0,137000.0,0.45,1.0,1.0,TX,fha,White,Non-Hispanic,Male,1.0
0.04875,0.00485,255000.0,0.95,1,0,265000.0,83000.0,0.47,1.0,1.0,WA,conventional,White,Non-Hispanic,Male,1.0
0.04375,0.0004,205000.0,0.5121800000000001,1,0,405000.0,97000.0,0.36,1.0,1.0,VA,conventional,White,Non-Hispanic,Female,1.0
0.04,0.00041,265000.0,0.8,1,0,325000.0,68000.0,0.33,1.0,1.0,CO,conventional,Asian,Non-Hispanic,Male,1.0
0.05125,0.0163999999999999,185000.0,0.9818,1,0,195000.0,70000.0,0.33,1.0,1.0,TX,fha,White,Hispanic,Male,0.0
0.0575,0.01997,135000.0,0.965,1,0,145000.0,55000.0,0.33,1.0,1.0,OR,fha,White,Non-Hispanic,Female,0.0
0.04625,0.00124,95000.0,0.8,1,0,125000.0,42000.0,0.25,1.0,1.0,IA,conventional,White,Non-Hispanic,Male,1.0
0.047,0.00657,165000.0,0.95,1,0,175000.0,46000.0,0.25,1.0,1.0,WA,conventional,White,Hispanic,Male,1.0
0.0399,0.00313,735000.0,0.95,0,72,775000.0,133000.0,0.4,1.0,0.0,DC,conventional,White,Hispanic,Male,1.0
0.05125,0.01221,345000.0,0.964998,1,0,365000.0,188000.0,0.43,1.0,1.0,NJ,fha,White,Non-Hispanic,Male,1.0
0.0475,0.00252,495000.0,0.8,1,0,615000.0,197000.0,0.33,1.0,0.0,WA,conventional,White,Non-Hispanic,Male,1.0
0.05,0.00315,555000.0,0.89875,1,0,625000.0,191000.0,0.25,1.0,0.0,ID,conventional,White,Non-Hispanic,Female,1.0
0.04875,0.00523,295000.0,0.95,1,0,315000.0,150000.0,0.37,1.0,1.0,GA,conventional,Black,Non-Hispanic,Male,1.0
0.04375,0.0005099999999999,225000.0,1.03,1,0,215000.0,76000.0,0.25,1.0,1.0,NC,va,White,Non-Hispanic,Male,1.0
0.04375,0.00962,155000.0,0.965,1,0,155000.0,40000.0,0.55,1.0,1.0,NE,fha,White,Non-Hispanic,Male,1.0
0.04875,0.01031,75000.0,0.97,1,0,85000.0,45000.0,0.1,1.0,1.0,OH,conventional,White,Non-Hispanic,Female,1.0
0.045,0.0011,125000.0,0.75,1,0,165000.0,27000.0,0.46,1.0,1.0,NC,conventional,White,Non-Hispanic,Female,1.0
0.0475,0.00916,245000.0,0.95,1,0,255000.0,96000.0,0.33,1.0,1.0,OH,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.00312,645000.0,0.795,1,0,805000.0,210000.0,0.36,1.0,1.0,NJ,conventional,White,Non-Hispanic,Male,1.0
0.05625,0.02012,95000.0,0.982,1,0,105000.0,57000.0,0.48,1.0,1.0,AL,fha,White,Non-Hispanic,Female,0.0
0.04875,0.0007199999999999,135000.0,0.815,1,0,165000.0,46000.0,0.25,1.0,1.0,FL,va,White,Non-Hispanic,Female,1.0
0.04625,0.01184,95000.0,0.9819,1,0,95000.0,36000.0,0.4,1.0,1.0,PA,fha,White,Non-Hispanic,Female,1.0
0.04875,0.01546,205000.0,0.5679,1,0,205000.0,66000.0,0.25,1.0,1.0,FL,fha,White,Non-Hispanic,Female,0.0
0.045,0.01257,85000.0,0.965,1,0,85000.0,50000.0,0.25,1.0,1.0,IN,fha,White,Hispanic,Female,1.0
0.0475,0.0015199999999999,275000.0,0.95,1,0,285000.0,68000.0,0.36,1.0,1.0,MO,conventional,White,Non-Hispanic,Male,1.0
0.03625,-0.001517,905000.0,0.6,0,84,1505000.0,364000.0,0.25,1.0,0.0,NY,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.004718,295000.0,0.97,1,0,295000.0,62000.0,0.47,1.0,1.0,IL,conventional,White,Hispanic,Male,1.0
0.05,0.001949,215000.0,0.8,1,0,265000.0,125000.0,0.1,1.0,1.0,OR,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00865,125000.0,0.97,1,0,125000.0,34000.0,0.33,1.0,1.0,SC,conventional,White,Non-Hispanic,Male,1.0
0.0575,0.02175,185000.0,1.02116,1,0,185000.0,50000.0,0.48,1.0,1.0,TX,fha,White,Hispanic,Female,0.0
0.03625,7.000000000000001e-05,355000.0,0.85,0,85,415000.0,117000.0,0.25,1.0,1.0,PA,conventional,Asian,Non-Hispanic,Male,1.0
0.04875,0.0084,245000.0,0.97,1,0,255000.0,44000.0,0.43,1.0,1.0,UT,conventional,White,Non-Hispanic,Male,1.0
0.04375,0.00633,285000.0,0.85,1,0,335000.0,86000.0,0.55,1.0,1.0,LA,fha,White,Non-Hispanic,Male,1.0
0.0475,-0.00131,315000.0,0.85,1,0,375000.0,127000.0,0.25,1.0,1.0,UT,conventional,White,Non-Hispanic,Male,1.0
0.055,0.0114799999999999,115000.0,1.03455,1,0,115000.0,46000.0,0.37,1.0,1.0,MT,fsa_rhs,White,Non-Hispanic,Female,1.0
0.05,0.00426,975000.0,0.85,1,0,1185000.0,575000.0,0.25,1.0,0.0,VA,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.00254,155000.0,0.8,1,0,195000.0,98000.0,0.1,1.0,1.0,RI,conventional,White,Non-Hispanic,Female,1.0
0.05875,0.01395,665000.0,0.86705,1,0,865000.0,193000.0,0.46,1.0,1.0,WA,conventional,White,Non-Hispanic,Female,1.0
0.04875,0.0138599999999999,195000.0,0.95,1,0,205000.0,45000.0,0.55,1.0,1.0,PA,fha,White,Non-Hispanic,Male,1.0
0.05,0.0009299999999999,1235000.0,0.75,1,0,1655000.0,723000.0,0.25,1.0,0.0,MN,conventional,White,Non-Hispanic,Male,1.0
0.0525,0.00442,365000.0,0.91395,1,0,405000.0,117000.0,0.49,1.0,1.0,GA,conventional,White,Non-Hispanic,Male,1.0
0.045,0.0059099999999999,325000.0,0.97,1,0,345000.0,114000.0,0.44,1.0,1.0,GA,conventional,White,Non-Hispanic,Female,1.0
0.0525,0.00393,135000.0,1.0,1,0,155000.0,48000.0,0.25,1.0,1.0,TX,va,White,Non-Hispanic,Male,1.0
0.0425,-0.00339,295000.0,0.8,1,0,375000.0,85000.0,0.33,1.0,1.0,TX,conventional,White,Non-Hispanic,Male,1.0
0.045,0.00029,185000.0,0.75,1,0,245000.0,76000.0,0.33,1.0,1.0,FL,conventional,White,Hispanic,Male,1.0
0.04625,0.01215,375000.0,0.965,1,0,375000.0,100000.0,0.33,1.0,1.0,OR,fha,White,Non-Hispanic,Male,1.0
0.05125,0.0074,95000.0,0.95,1,0,105000.0,29000.0,0.41,1.0,1.0,FL,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00296,425000.0,0.8,1,0,535000.0,228000.0,0.43,1.0,1.0,CO,conventional,White,Non-Hispanic,Male,1.0
0.05,0.01098,75000.0,0.95,1,0,85000.0,42000.0,0.49,1.0,1.0,TX,conventional,White,Non-Hispanic,Male,1.0
0.045,0.00085,145000.0,0.6590900000000001,1,0,225000.0,54000.0,0.33,1.0,1.0,SD,conventional,White,Non-Hispanic,Female,1.0
0.045,0.00422,245000.0,0.97,1,0,245000.0,77000.0,0.36,1.0,1.0,TX,conventional,Black,Non-Hispanic,Female,1.0
0.05,0.00718,75000.0,1.05,1,0,75000.0,25000.0,0.33,1.0,1.0,AL,conventional,White,Non-Hispanic,Male,1.0
0.0499,0.00528,275000.0,0.95,1,0,285000.0,77000.0,0.33,1.0,1.0,WA,conventional,White,Hispanic,Female,1.0
0.05125,0.0116199999999999,155000.0,1.00358,1,0,155000.0,60000.0,0.33,1.0,1.0,WV,fsa_rhs,White,Hispanic,Male,1.0
0.0475,0.00295,215000.0,0.8,1,0,275000.0,64000.0,0.45,1.0,1.0,MN,conventional,White,Non-Hispanic,Male,1.0
0.04875,0.00614,85000.0,0.8,1,0,115000.0,33000.0,0.41,1.0,1.0,FL,conventional,White,Hispanic,Male,1.0
0.04375,-7.000000000000001e-05,245000.0,0.95,1,0,255000.0,115000.0,0.25,1.0,1.0,TX,conventional,Asian,Non-Hispanic,Male,1.0
0.04625,0.0023799999999999,225000.0,0.95,1,0,235000.0,87000.0,0.25,1.0,1.0,TX,conventional,White,Non-Hispanic,Male,1.0
0.045,0.00154,195000.0,1.0,1,0,195000.0,51000.0,0.55,1.0,1.0,TX,va,White,Non-Hispanic,Male,1.0
0.05,0.00943,135000.0,0.97,1,0,135000.0,43000.0,0.37,1.0,1.0,IN,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00056,165000.0,1.0,1,0,165000.0,45000.0,0.44,1.0,1.0,NC,va,White,Non-Hispanic,Male,1.0
0.0425,-0.0018,125000.0,0.4,1,0,315000.0,37000.0,0.25,1.0,1.0,AL,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00332,375000.0,0.95,1,0,395000.0,147000.0,0.33,1.0,1.0,WY,conventional,White,Non-Hispanic,Female,1.0
0.045,0.01073,175000.0,0.9818,1,0,185000.0,72000.0,0.37,1.0,1.0,VA,fha,White,Non-Hispanic,Female,1.0
0.0525,0.01683,275000.0,0.965,1,0,285000.0,101000.0,0.36,1.0,1.0,CA,conventional,White,Non-Hispanic,Male,0.0
0.03875,0.00512,65000.0,0.97,1,0,65000.0,19000.0,0.4,1.0,1.0,IL,conventional,White,Non-Hispanic,Male,1.0
0.04875,0.02025,145000.0,1.0,1,0,145000.0,48000.0,0.55,1.0,1.0,GA,fha,White,Non-Hispanic,Male,0.0
0.04875,0.0015199999999999,315000.0,0.8,1,0,415000.0,78000.0,0.47,1.0,1.0,FL,conventional,White,Non-Hispanic,Male,1.0
0.04125,0.00796,265000.0,0.965,1,0,275000.0,46000.0,0.46,1.0,1.0,OR,fha,White,Non-Hispanic,Male,1.0
0.045,0.00878,225000.0,0.95,1,0,235000.0,61000.0,0.33,1.0,1.0,UT,conventional,White,Non-Hispanic,Female,1.0
0.04875,0.0144999999999999,95000.0,0.965,1,0,95000.0,34000.0,0.46,1.0,1.0,OK,fha,White,Non-Hispanic,Female,1.0
0.04875,0.013097,215000.0,0.965,1,0,225000.0,76000.0,0.45,1.0,1.0,NC,fha,Black,Non-Hispanic,Male,1.0
0.04875,0.00629,325000.0,1.0,1,0,315000.0,49000.0,0.55,1.0,1.0,UT,va,White,Non-Hispanic,Male,1.0
0.0425,0.0026,785000.0,0.8,0,120,985000.0,279000.0,0.4,1.0,0.0,NC,conventional,White,Non-Hispanic,Male,1.0
0.0329,-0.0076,65000.0,0.4317,0,60,145000.0,66000.0,0.1,1.0,1.0,OH,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00132,195000.0,1.0,1,0,195000.0,40000.0,0.4,1.0,1.0,NJ,va,White,Non-Hispanic,Female,1.0
0.04625,0.00838,295000.0,0.965,1,0,305000.0,48000.0,0.75,1.0,1.0,FL,fha,White,Hispanic,Female,1.0
0.0525,0.01032,115000.0,0.9647,1,0,115000.0,36000.0,0.42,1.0,1.0,TX,conventional,Black,Non-Hispanic,Male,1.0
0.05375,0.00832,415000.0,0.95,1,0,435000.0,81000.0,0.48,1.0,1.0,WA,conventional,White,Non-Hispanic,Female,1.0
0.05125,0.0032,245000.0,1.0,1,0,245000.0,86000.0,0.33,1.0,1.0,UT,va,White,Non-Hispanic,Male,1.0
0.0499,0.00424,245000.0,0.8,1,0,305000.0,237000.0,0.1,1.0,1.0,TX,conventional,White,Non-Hispanic,Male,1.0
0.05,0.01072,95000.0,0.8,1,0,115000.0,27000.0,0.25,1.0,1.0,GA,conventional,White,Non-Hispanic,Female,1.0
0.03625,0.00086,645000.0,0.8,0,84,805000.0,121000.0,0.41,1.0,1.0,CA,conventional,Asian,Non-Hispanic,Male,1.0
0.04,0.0107,205000.0,0.965,1,0,205000.0,149000.0,0.1,1.0,1.0,OK,fha,White,Non-Hispanic,Male,1.0
0.045,0.0046999999999999,255000.0,1.0,1,0,255000.0,60000.0,0.42,1.0,1.0,FL,va,Black,Non-Hispanic,Male,1.0
0.04625,0.00165,145000.0,1.0,1,0,145000.0,72000.0,0.33,1.0,1.0,OH,va,Black,Non-Hispanic,Male,1.0
0.0425,0.00109,155000.0,1.0101,1,0,155000.0,59000.0,0.33,1.0,1.0,MO,fsa_rhs,White,Non-Hispanic,Male,1.0
0.0499,0.0124,365000.0,0.94501,1,0,395000.0,81000.0,0.48,1.0,1.0,FL,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.0034799999999999,125000.0,0.68085,1,0,185000.0,66000.0,0.1,1.0,1.0,NE,conventional,White,Non-Hispanic,Male,1.0
0.0538,0.00815,135000.0,1.0,1,0,135000.0,58000.0,0.25,1.0,1.0,SC,va,Black,Non-Hispanic,Male,1.0
0.0425,0.00672,135000.0,0.95,1,0,145000.0,87000.0,0.47,1.0,1.0,OK,conventional,White,Non-Hispanic,Male,1.0
0.03875,-0.00078,215000.0,0.8,1,0,265000.0,97000.0,0.25,1.0,1.0,WI,conventional,White,Non-Hispanic,Male,1.0
0.0425,0.00359,175000.0,1.0,1,0,175000.0,60000.0,0.55,1.0,1.0,NH,va,White,Non-Hispanic,Male,1.0
0.0425,-0.00312,155000.0,1.0,1,0,155000.0,54000.0,0.25,1.0,1.0,IN,va,White,Non-Hispanic,Female,1.0
0.04625,0.01153,195000.0,0.965,1,0,195000.0,46000.0,0.55,1.0,1.0,IN,fha,White,Non-Hispanic,Male,1.0
0.0475,-5e-05,435000.0,0.9,1,0,485000.0,181000.0,0.39,1.0,1.0,TX,conventional,White,Non-Hispanic,Male,1.0
0.055,0.01074,125000.0,0.8,1,0,155000.0,51000.0,0.25,1.0,1.0,NC,conventional,White,Non-Hispanic,Female,1.0
0.04375,0.00335,115000.0,0.968,1,0,125000.0,47000.0,0.33,1.0,1.0,OH,fsa_rhs,White,Non-Hispanic,Male,1.0
0.0425,-0.0039,375000.0,1.0,1,0,405000.0,120000.0,0.75,1.0,1.0,TX,va,Asian,Non-Hispanic,Male,1.0
0.0475,0.01778,95000.0,0.9818,1,0,95000.0,41000.0,0.55,1.0,1.0,OH,fha,White,Non-Hispanic,Male,0.0
0.045,0.00221,365000.0,0.95,1,0,385000.0,80000.0,0.4,1.0,1.0,AR,conventional,White,Non-Hispanic,Male,1.0
0.05,0.0044,165000.0,1.0,1,0,165000.0,82000.0,0.1,1.0,1.0,AL,va,White,Non-Hispanic,Male,1.0
0.045,0.00134,395000.0,0.95,1,0,415000.0,120000.0,0.33,1.0,1.0,WA,conventional,White,Hispanic,Male,1.0
0.04875,0.00172,185000.0,1.0,1,0,185000.0,108000.0,0.55,1.0,1.0,AL,va,Black,Non-Hispanic,Male,1.0
0.0425,0.0072299999999999,155000.0,0.92025,1,0,165000.0,91000.0,0.25,1.0,1.0,OK,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.01307,175000.0,0.965,1,0,175000.0,46000.0,0.38,1.0,1.0,AZ,fha,White,Hispanic,Male,1.0
0.0375,-0.0074,2325000.0,0.8,1,0,2905000.0,868000.0,0.25,1.0,0.0,NY,conventional,White,Non-Hispanic,Male,1.0
0.05,0.00632,135000.0,0.3522999999999999,1,0,365000.0,44000.0,0.48,1.0,1.0,WA,conventional,White,Non-Hispanic,Female,1.0
0.05,0.0151099999999999,215000.0,0.965,1,0,225000.0,80000.0,0.25,1.0,1.0,MS,fha,Black,Non-Hispanic,Male,0.0
0.04375,0.00362,415000.0,0.85,0,84,495000.0,145000.0,0.4,1.0,1.0,IL,conventional,White,Non-Hispanic,Female,1.0
0.0425,0.00396,635000.0,0.75,0,120,855000.0,119000.0,0.45,1.0,1.0,CA,conventional,White,Non-Hispanic,Female,1.0
0.055,0.00655,435000.0,0.8,1,0,545000.0,106000.0,0.41,1.0,1.0,NJ,conventional,White,Non-Hispanic,Male,1.0
0.04875,0.01121,275000.0,0.95,1,0,285000.0,87000.0,0.36,1.0,1.0,TX,conventional,White,Non-Hispanic,Female,1.0
0.04625,0.00301,295000.0,0.7116,1,0,415000.0,89000.0,0.37,1.0,1.0,TX,conventional,Asian,Non-Hispanic,Male,1.0
0.05,0.00664,165000.0,0.462,1,0,355000.0,48000.0,0.49,1.0,1.0,FL,conventional,White,Hispanic,Female,1.0
0.0375,0.00755,245000.0,0.95,1,0,245000.0,67000.0,0.43,1.0,1.0,CA,fha,White,Hispanic,Male,1.0
0.04125,0.00167,645000.0,0.8998999999999999,1,0,875000.0,545000.0,0.25,1.0,1.0,CA,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.0141,145000.0,0.965,1,0,145000.0,65000.0,0.42,1.0,1.0,OH,fha,Asian,Non-Hispanic,Male,1.0
0.045,0.00437,45000.0,0.909,1,0,45000.0,55000.0,0.1,1.0,1.0,SC,fsa_rhs,White,Non-Hispanic,Male,1.0
0.0525,0.01846,155000.0,0.965,1,0,165000.0,76000.0,0.55,1.0,1.0,KY,fha,White,Non-Hispanic,Female,0.0
0.0525,0.01326,185000.0,0.97,1,0,195000.0,77000.0,0.33,1.0,1.0,AR,conventional,White,Non-Hispanic,Female,1.0
0.06125,0.02368,115000.0,0.965,1,0,125000.0,61000.0,0.45,1.0,1.0,MI,fha,Black,Non-Hispanic,Male,0.0
0.03875,1e-05,425000.0,0.9,1,0,475000.0,170000.0,0.45,1.0,1.0,FL,conventional,White,Non-Hispanic,Male,1.0
0.05125,0.01714,175000.0,0.9818,1,0,185000.0,121000.0,0.25,1.0,1.0,SC,fha,Black,Non-Hispanic,Female,0.0
0.0525,0.01937,145000.0,1.01637,1,0,145000.0,48000.0,0.43,1.0,1.0,FL,fha,Black,Non-Hispanic,Male,0.0
0.04375,-0.00605,995000.0,0.8,1,0,1245000.0,250000.0,0.39,1.0,0.0,CA,conventional,White,Non-Hispanic,Female,1.0
0.0475,0.0057399999999999,255000.0,0.95,1,0,265000.0,73000.0,0.42,1.0,1.0,MI,conventional,White,Non-Hispanic,Male,1.0
0.05375,0.00724,245000.0,1.0,1,0,245000.0,54000.0,0.55,1.0,1.0,AZ,va,Black,Non-Hispanic,Female,1.0
0.0525,0.01749,165000.0,0.965,1,0,165000.0,46000.0,0.55,1.0,1.0,FL,fha,White,Hispanic,Female,0.0
0.04875,0.00828,65000.0,0.97,1,0,65000.0,20000.0,0.36,1.0,1.0,IL,conventional,White,Non-Hispanic,Male,1.0
0.0375,-0.00032,235000.0,0.8,1,0,295000.0,165000.0,0.39,1.0,1.0,NC,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00827,295000.0,0.7802,1,0,375000.0,132000.0,0.46,1.0,1.0,ID,fha,White,Non-Hispanic,Female,1.0
0.0475,0.01464,105000.0,0.9818,1,0,115000.0,33000.0,0.33,1.0,1.0,FL,fha,White,Non-Hispanic,Female,1.0
0.05,0.01967,125000.0,0.9819,1,0,125000.0,34000.0,0.33,1.0,1.0,TX,fha,White,Hispanic,Male,0.0
0.04625,0.00089,155000.0,0.78125,1,0,195000.0,61000.0,0.42,1.0,1.0,OH,conventional,White,Non-Hispanic,Male,1.0
0.045,0.00745,155000.0,0.939,1,0,165000.0,107000.0,0.25,1.0,1.0,NY,conventional,White,Non-Hispanic,Female,1.0
0.045,0.000293,215000.0,0.9,1,0,235000.0,47000.0,0.46,1.0,1.0,FL,conventional,White,Non-Hispanic,Male,1.0
0.045,-0.0012,355000.0,1.0,1,0,355000.0,89000.0,0.55,1.0,1.0,FL,va,White,Non-Hispanic,Male,1.0
0.05375,0.00809,415000.0,0.9,1,0,465000.0,86000.0,0.44,1.0,1.0,NY,conventional,White,Hispanic,Female,1.0
0.04375,-0.00073,1235000.0,0.8,0,120,1545000.0,533000.0,0.33,1.0,0.0,TX,conventional,White,Hispanic,Male,1.0
0.04875,0.0035399999999999,225000.0,0.75,1,0,315000.0,64000.0,0.42,1.0,1.0,MA,conventional,White,Non-Hispanic,Male,1.0
0.05,0.0028,165000.0,0.7034,1,0,235000.0,112000.0,0.49,1.0,1.0,AR,conventional,White,Non-Hispanic,Female,1.0
0.05,0.01468,105000.0,0.965,1,0,115000.0,59000.0,0.1,1.0,1.0,AL,fha,Black,Non-Hispanic,Female,1.0
0.04375,-0.00273,245000.0,1.0,1,0,235000.0,37000.0,0.55,1.0,1.0,IN,va,White,Non-Hispanic,Male,1.0
0.04875,0.00452,255000.0,0.85,1,0,305000.0,79000.0,0.4,1.0,1.0,TX,conventional,Black,Non-Hispanic,Male,1.0
0.05125,0.01014,255000.0,0.97,1,0,265000.0,120000.0,0.25,1.0,1.0,NV,conventional,White,Non-Hispanic,Male,1.0
0.0399,0.004097,75000.0,0.6297,1,0,125000.0,46000.0,0.25,1.0,1.0,LA,conventional,Black,Non-Hispanic,Female,1.0
0.045,0.0069599999999999,85000.0,0.8,1,0,105000.0,21000.0,0.37,1.0,1.0,FL,conventional,White,Non-Hispanic,Female,1.0
0.03875,0.00434,445000.0,0.82795,1,0,685000.0,198000.0,0.37,0.0,1.0,GA,conventional,White,Non-Hispanic,Male,1.0
0.05125,0.01605,235000.0,0.965,1,0,235000.0,61000.0,0.48,1.0,1.0,FL,fha,White,Non-Hispanic,Male,0.0
0.0475,0.01177,375000.0,0.965,1,0,375000.0,105000.0,0.42,1.0,1.0,NJ,fha,White,Non-Hispanic,Male,1.0
0.04625,0.0023799999999999,185000.0,0.8,1,0,235000.0,81000.0,0.4,1.0,1.0,AZ,conventional,White,Non-Hispanic,Female,1.0
0.055,0.0204099999999999,215000.0,0.965,1,0,225000.0,27000.0,0.55,1.0,1.0,FL,fha,Black,Hispanic,Male,0.0
0.05,0.0018,85000.0,0.54459,1,0,145000.0,33000.0,0.33,1.0,1.0,TX,conventional,White,Non-Hispanic,Female,1.0
0.04625,0.0180099999999999,75000.0,0.965,1,0,75000.0,28000.0,0.36,1.0,1.0,MI,fha,White,Hispanic,Female,0.0
0.045,0.00379,225000.0,1.033,1,0,215000.0,68000.0,0.44,1.0,1.0,LA,va,White,Non-Hispanic,Male,1.0
0.08375,0.04194,155000.0,0.8,1,0,195000.0,154000.0,0.1,1.0,1.0,IN,conventional,White,Non-Hispanic,Male,0.0
0.0487999999999999,0.0158,285000.0,0.965,1,0,295000.0,115000.0,0.4,1.0,1.0,TX,fha,White,Non-Hispanic,Male,0.0
0.0475,0.00716,205000.0,0.97,1,0,215000.0,56000.0,0.4,1.0,1.0,NC,conventional,White,Non-Hispanic,Male,1.0
0.04375,0.00726,235000.0,0.95,1,0,255000.0,126000.0,0.33,1.0,1.0,TX,conventional,White,Non-Hispanic,Male,1.0
0.03875,-0.00085,295000.0,1.0,0,63,285000.0,93000.0,0.44,1.0,1.0,FL,va,White,Non-Hispanic,Male,1.0
0.04625,0.00407,205000.0,1.0,1,0,195000.0,77000.0,0.33,1.0,1.0,TX,va,White,Hispanic,Male,1.0
0.04625,0.00029,265000.0,1.0,1,0,265000.0,83000.0,0.55,1.0,1.0,AZ,va,White,Non-Hispanic,Male,1.0
0.0425,0.0060599999999999,255000.0,0.95,1,0,265000.0,60000.0,0.37,1.0,1.0,AZ,conventional,White,Non-Hispanic,Male,1.0
0.0399,0.010121,185000.0,0.965,1,0,195000.0,77000.0,0.37,1.0,1.0,TN,fha,White,Non-Hispanic,Male,1.0
0.04375,-0.00047,465000.0,0.8,1,0,575000.0,117000.0,0.36,1.0,1.0,WA,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.0049,145000.0,0.75,1,0,195000.0,32000.0,0.49,1.0,1.0,IL,conventional,White,Hispanic,Male,1.0
0.0475,0.00391,285000.0,0.9,1,0,315000.0,130000.0,0.33,1.0,1.0,CO,conventional,White,Hispanic,Male,1.0
0.05,0.009521,185000.0,0.95,1,0,195000.0,133000.0,0.47,1.0,1.0,SC,conventional,White,Non-Hispanic,Male,1.0
0.04375,0.01393,245000.0,0.98189,1,0,245000.0,84000.0,0.48,1.0,1.0,FL,fha,White,Non-Hispanic,Male,1.0
0.04125,0.00231,125000.0,0.4779,1,0,255000.0,33000.0,0.41,1.0,1.0,OH,conventional,White,Non-Hispanic,Female,1.0
0.045,0.00073,385000.0,0.3249,1,0,1185000.0,144000.0,0.55,1.0,1.0,CA,conventional,Asian,Non-Hispanic,Male,1.0
0.05875,0.01569,55000.0,0.8,1,0,65000.0,33000.0,0.44,1.0,1.0,IL,conventional,White,Non-Hispanic,Female,0.0
0.04875,0.00505,215000.0,0.9,1,0,255000.0,138000.0,0.25,1.0,1.0,VA,conventional,White,Non-Hispanic,Female,1.0
0.0475,0.00669,95000.0,0.9481,1,0,105000.0,99000.0,0.44,1.0,1.0,PA,conventional,White,Non-Hispanic,Male,1.0
0.03625,-0.00031,405000.0,0.9,0,62,455000.0,173000.0,0.45,1.0,1.0,IA,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00086,455000.0,0.8826,1,0,515000.0,131000.0,0.55,1.0,0.0,AL,va,White,Non-Hispanic,Male,1.0
0.05,0.01608,255000.0,0.965,1,0,265000.0,84000.0,0.55,1.0,1.0,FL,fha,Black,Non-Hispanic,Male,0.0
0.045,0.01203,175000.0,0.95,1,0,185000.0,54000.0,0.33,1.0,1.0,CA,conventional,White,Hispanic,Male,1.0
0.0475,-0.00149,315000.0,0.5514,1,0,575000.0,118000.0,0.33,1.0,1.0,OH,conventional,Asian,Non-Hispanic,Male,1.0
0.04125,-0.0020399999999999,255000.0,0.8609,1,0,285000.0,70000.0,0.33,1.0,1.0,FL,va,Black,Non-Hispanic,Male,1.0
0.04375,0.00462,185000.0,1.0,1,0,185000.0,53000.0,0.33,1.0,1.0,FL,va,White,Hispanic,Male,1.0
0.04,-0.003407,245000.0,0.54,1,0,455000.0,55000.0,0.46,1.0,1.0,CA,conventional,White,Non-Hispanic,Female,1.0
0.0475,0.0020499999999999,385000.0,0.9,1,0,435000.0,70000.0,0.49,1.0,1.0,AZ,conventional,White,Non-Hispanic,Female,1.0
0.04125,0.00258,465000.0,0.9,1,0,515000.0,130000.0,0.36,1.0,1.0,WA,conventional,Asian,Non-Hispanic,Female,1.0
0.05875,0.0100699999999999,115000.0,0.85,1,0,135000.0,26000.0,0.42,1.0,1.0,UT,conventional,White,Non-Hispanic,Female,1.0
0.05125,0.01607,215000.0,0.965,1,0,225000.0,60000.0,0.49,1.0,1.0,FL,fha,White,Non-Hispanic,Male,0.0
0.04375,0.0028299999999999,315000.0,0.95,1,0,325000.0,116000.0,0.25,1.0,1.0,SC,conventional,Asian,Non-Hispanic,Male,1.0
0.0425,-0.00046,225000.0,1.0,1,0,215000.0,58000.0,0.41,1.0,1.0,FL,va,White,Non-Hispanic,Male,1.0
0.0525,0.00995,195000.0,0.8,1,0,245000.0,96000.0,0.49,1.0,1.0,FL,fha,White,Hispanic,Female,1.0
0.03375,-0.00062,485000.0,0.6987099999999999,0,84,695000.0,165000.0,0.25,1.0,1.0,WA,conventional,Asian,Non-Hispanic,Male,1.0
0.0475,0.004062,195000.0,0.95,1,0,245000.0,83000.0,0.33,1.0,1.0,MN,conventional,White,Non-Hispanic,Female,1.0
0.045,-0.001,145000.0,0.74359,1,0,195000.0,61000.0,0.33,1.0,1.0,WI,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00096,435000.0,0.6493000000000001,1,0,745000.0,199000.0,0.46,1.0,1.0,FL,conventional,White,Non-Hispanic,Female,1.0
0.05375,0.00877,155000.0,0.97629,1,0,155000.0,31000.0,0.42,1.0,1.0,CA,conventional,White,Hispanic,Male,1.0
0.0475,0.0156099999999999,155000.0,0.982,1,0,155000.0,48000.0,0.55,1.0,1.0,TX,fha,White,Non-Hispanic,Male,0.0
